"group_name","parameter_name"
"other","NK Subsets (Q4)"
"other","NKT Cells (panel B)"
"other","NKT Subsets (Q1)"
"other","NKT Subsets (Q3)"
"other","T Cells (panel B)"
"other","T Subset"
"other","B Cells"
"other","B1B Cells"
"other","B2B Cells"
"other","Follicular B Cells"
"other","Follicular B Cells (CD21/35+)"
"other","Transitional B Cells"
"other","Transitional B Cells (CD21/35 low)"
"other","MZB"
"other","MZB (CD21/35 high)"
"other","cDCs"
"other","cDCs CD11b Type"
"other","pDCs"
"other","RP Macrophage (F4/80+)"
"other","RP Macrophage (CD19-  CD11c-)"
"equipment","Equipment name"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","CS&T Bead lot"
"other","Anesthesia"
"other","Cell digestion"
"other","Cell digestion agent"
"equipment","Cell digestion agent manufacturer"
"other","Cell digestion agent catalog number"
"other","Cell counting"
"equipment","Cell counting equipment manufacturer"
"equipment","Cell counting equipment model"
"equipment","Cell counting equipment name"
"equipment","Cell lysis buffer manufacturer"
"other","Cell lysis buffer catalog number"
"other","Date and time of sacrifice"
"other","Date and time of sample preparation"
"equipment","Sample storage temperature until analysis (in Celsius)"
"other","FCS repository reference (URL/ID)"
"other","Total number of acquired events in Panel A"
"other","Total number of acquired events in Panel B"
"functional_behavioral","Balanced salt solution type"
"equipment","Balanced salt solution manufacturer"
"functional_behavioral","Balanced salt solution catalog number"
"equipment","RPMI manufacturer"
"other","RPMI catalog number"
"equipment","DNAse I manufacturer"
"other","DNAse I catalog number"
"other","Dead cell exclusion dye"
"equipment","Dead cell exclusion dye manufacturer"
"other","Dead cell exclusion dye catalog number"
"equipment","Cell digestion temperature (in Celsius)"
"other","Panel A FCS file(s)"
"other","Panel B FCS file(s)"
"other","Automated analysis"
"equipment","Collection buffer manufacturer"
"other","Collection buffer catalog number number"
"equipment","FACS buffer manufacturer"
"other","FACS buffer catalog number"
"equipment","Enzyme buffer manufacturer"
"other","Enzyme buffer catalog number"
"other","Alive"
"other","Scored"
"blood_hematology","Cardiovascular System"
"blood_hematology","Cardiovascular Development"
"blood_hematology","Vascular Development"
"heart","Pericardium Morphology"
"heart","Failure heart looping"
"heart","Absent heartbeat"
"embryo_development","Embryogenesis Phenotype"
"pathology","Abnormal Gastrulation"
"embryo_development","Embryo turning"
"embryo_development","Incomplete embryo turning"
"embryo_development","Extraembryonic tissue morphology"
"other","Allantois Morphology"
"other","Vitelline vasculature morphology"
"blood_hematology","Vitelline vein morphology"
"embryo_development","Pale yolk sac"
"embryo_development","Visceral yolk sac morphology"
"other","Chorioallantoic fusion"
"other","Developmental Patterning"
"other","Left-right axis patterning"
"heart","Direction of heart looping"
"other","Somite development"
"other","Branchial arch morphology"
"other","Neural fold mophology"
"other","Neural tube morphology/development"
"other","Neural tube closure"
"brain","Forebrain"
"brain","Midbrain"
"brain","Hindbrain"
"brain","Spinal cord"
"embryo_development","Embryo Size"
"other","Tail bud morphology"
"other","Integument"
"other","Skin Appearance"
"other","Pallor"
"other","Blebs"
"other","Limb Bud Morphology"
"other","Vision/Eye"
"other","Eye development"
"functional_behavioral","Hearing/Vestibular/Ear"
"other","Otic vesicle morphology"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"other","Experimenter ID"
"other","Fixative"
"other","Tissue storage ID(s)"
"other","Embedding medium"
"other","Embedding orientation"
"brain","Brain"
"other","Eye 1 with optic nerve (optic nerve parallel to cassette surface)"
"other","Eye 2 with optic nerve (within skull)"
"brain","Spinal cord"
"other","Thymus"
"other","Thyroid"
"heart","Heart"
"other","Trachea"
"other","Esophagus"
"other","Lung"
"other","Liver"
"other","Gall bladder"
"other","Stomach"
"other","Small intestine"
"other","Large intestine"
"other","Pancreas"
"other","Spleen"
"other","Left Kidney"
"other","Right Kidney"
"other","Left Adrenal gland"
"other","Right Adrenal gland"
"other","Mammary gland"
"other","Lymph node"
"other","Skin"
"other","Skeletal muscle"
"other","Urinary bladder"
"other","Testes"
"other","Epididymis"
"other","Prostate"
"other","Seminal vesicles"
"other","Ovary"
"other","Uterus"
"other","Additional tissues"
"other","Date of sacrifice"
"other","Date of necropsy"
"other","Salivary gland"
"other","Sternum"
"other","Femur"
"blood_hematology","Bone marrow"
"other","Brown fat"
"other","Tibia"
"other","Knee joint"
"brain","Trigeminal V nerve"
"other","Nasal cavity"
"other","Ear"
"other","Tooth"
"other","Tongue"
"other","Sciatic nerve"
"other","Bone"
"other","Alive"
"other","Scored"
"blood_hematology","Cardiovascular System"
"blood_hematology","Cardiovascular Development"
"blood_hematology","Vascular Development"
"heart","Pericardium Morphology"
"embryo_development","Embryogenesis Phenotype"
"pathology","Abnormal Gastrulation"
"embryo_development","Embryo turning"
"embryo_development","Extraembryonic tissue morphology"
"other","Allantois Morphology"
"other","Vitelline vasculature morphology"
"blood_hematology","Vitelline vein morphology"
"embryo_development","Visceral yolk sac morphology"
"other","Chorioallantoic fusion"
"other","Developmental Patterning"
"other","Left-right axis patterning"
"heart","Direction of heart looping"
"other","Somite development"
"other","Branchial arch morphology"
"other","Neural fold mophology"
"other","Neural tube morphology/development"
"other","Neural tube closure"
"brain","Forebrain"
"brain","Midbrain"
"brain","Hindbrain"
"brain","Spinal cord"
"embryo_development","Embryo Size"
"other","Tail bud morphology"
"other","Integument"
"other","Skin Appearance"
"other","Limb Bud Morphology"
"other","Vision/Eye"
"other","Eye development"
"functional_behavioral","Hearing/Vestibular/Ear"
"other","Otic vesicle morphology"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"heart","Failure heart looping"
"heart","Absent heartbeat"
"embryo_development","Incomplete embryo turning"
"embryo_development","Pale yolk sac"
"other","Pallor"
"other","Blebs"
"other","Severely Dysmorphic"
"functional_behavioral","Response amplitude - BN"
"functional_behavioral","Response amplitude - PP1"
"functional_behavioral","Response amplitude - PP2"
"functional_behavioral","Response amplitude - PP3"
"functional_behavioral","Response amplitude - PP4"
"functional_behavioral","Response amplitude - S"
"functional_behavioral","Response amplitude - PP1_S"
"functional_behavioral","Response amplitude - PP2_S"
"functional_behavioral","Response amplitude - PP3_S"
"functional_behavioral","Response amplitude - PP4_S"
"other","Light level in chamber"
"other","Experimenter ID"
"functional_behavioral","Startle stimulus"
"other","Background noise"
"heart","Pre-pulse stimulus 1"
"heart","Pre-pulse stimulus 2"
"heart","Pre-pulse stimulus 3"
"heart","Pre-pulse stimulus 4"
"other","Inter-trial interval"
"other","Number of trials"
"other","In-chamber adapt time"
"other","Stimulus order"
"other","Mouse chamber ID"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Software version"
"other","Mouse chamber dimension"
"equipment","Sound generator manufacturer"
"other","Sound-proof box dimension"
"heart","% Pre-pulse inhibition - PPI1"
"heart","% Pre-pulse inhibition - PPI2"
"heart","% Pre-pulse inhibition - PPI3"
"heart","% Pre-pulse inhibition - PPI4"
"heart","% Pre-pulse inhibition - Global"
"equipment","Date equipment last calibrated"
"other","Inter PP-S stimulus interval"
"other","Sound generator model"
"functional_behavioral","Acoustic startle response measure"
"heart","Pericardium Morphology"
"embryo_development","Embryo turning"
"other","Allantois Morphology"
"other","Vitelline vasculature morphology"
"embryo_development","Visceral yolk sac morphology"
"other","Chorioallantoic fusion"
"other","Branchial arch morphology"
"other","Neural tube closure"
"brain","Forebrain"
"brain","Midbrain"
"brain","Hindbrain"
"embryo_development","Embryo Size"
"other","Tail bud morphology"
"other","Limb Bud Morphology"
"other","Otic vesicle morphology"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"embryo_development","Pale yolk sac"
"other","Pallor"
"other","Blebs"
"other","Severely Dysmorphic"
"pathology","Edema"
"heart","Heart looping"
"heart","Heart morphology"
"pathology","Hemorrhage"
"other","Neural tube morphology"
"other","Optic vesicle morphology"
"other","CRL"
"embryo_development","Delayed embryonic development"
"other","Somite Morphology"
"other","Left-right axis patterning"
"blood_hematology","Vascular morphology"
"brain","Brain - MPATH diagnostic term"
"brain","Brain - Free text diagnostic term"
"brain","Brain - MPATH process term"
"brain","Brain - Severity score"
"brain","Brain - Descriptor PATO"
"brain","Brain - Description"
"pathology","Eye with optic nerve - MPATH diagnostic term"
"other","Eye with optic nerve - Free text diagnostic term"
"pathology","Eye with optic nerve - MPATH process term"
"other","Eye with optic nerve - Severity score"
"other","Eye with optic nerve - Descriptor PATO"
"other","Eye with optic nerve - Description"
"brain","Spinal cord - MPATH diagnostic term"
"brain","Spinal cord - Free text diagnostic term"
"brain","Spinal cord - MPATH process term"
"brain","Spinal cord - Severity score"
"brain","Spinal cord - Descriptor PATO"
"brain","Spinal cord - Description"
"pathology","Thymus - MPATH diagnostic term"
"other","Thymus - Free text diagnostic term"
"pathology","Thymus - MPATH process term"
"other","Thymus - Severity score"
"other","Thymus - Descriptor PATO"
"other","Thymus - Description"
"pathology","Thyroid - MPATH diagnostic term"
"other","Thyroid - Free text diagnostic term"
"pathology","Thyroid - MPATH process term"
"other","Thyroid - Severity score"
"other","Thyroid - Descriptor PATO"
"other","Thyroid - Description"
"heart","Heart - MPATH diagnostic term"
"heart","Heart - Free text diagnostic term"
"heart","Heart - MPATH process term"
"heart","Heart - Severity score"
"heart","Heart - Descriptor PATO"
"heart","Heart - Description"
"pathology","Trachea - MPATH diagnostic term"
"other","Trachea - Free text diagnostic term"
"pathology","Trachea - MPATH process term"
"other","Trachea - Severity score"
"other","Trachea - Descriptor PATO"
"other","Trachea - Description"
"pathology","Esophagus - MPATH diagnostic term"
"other","Esophagus - Free text diagnostic term"
"pathology","Esophagus - MPATH process term"
"other","Esophagus - Severity score"
"other","Esophagus - Descriptor PATO"
"other","Esophagus - Description"
"pathology","Lung - MPATH diagnostic term"
"other","Lung - Free text diagnostic term"
"pathology","Lung - MPATH process term"
"other","Lung - Severity score"
"other","Lung - Descriptor PATO"
"other","Lung - Description"
"pathology","Liver - MPATH diagnostic term"
"other","Liver - Free text diagnostic term"
"pathology","Liver - MPATH process term"
"other","Liver - Severity score"
"other","Liver - Descriptor PATO"
"other","Liver - Description"
"pathology","Gall bladder - MPATH diagnostic term"
"other","Gall bladder - Free text diagnostic term"
"pathology","Gall bladder - MPATH process term"
"other","Gall bladder - Severity score"
"other","Gall bladder - Descriptor PATO"
"other","Gall bladder - Description"
"pathology","Stomach - MPATH diagnostic term"
"other","Stomach - Free text diagnostic term"
"pathology","Stomach - MPATH process term"
"other","Stomach - Severity score"
"other","Stomach - Descriptor PATO"
"other","Stomach - Description"
"pathology","Small intestine - MPATH diagnostic term"
"other","Small intestine - Free text diagnostic term"
"pathology","Small intestine - MPATH process term"
"other","Small intestine - Severity score"
"other","Small intestine - Descriptor PATO"
"other","Small intestine - Description"
"pathology","Large intestine - MPATH diagnostic term"
"other","Large intestine - Free text diagnostic term"
"pathology","Large intestine - MPATH process term"
"other","Large intestine - Severity score"
"other","Large intestine - Descriptor PATO"
"other","Large intestine - Description"
"pathology","Pancreas - MPATH diagnostic term"
"other","Pancreas - Free text diagnostic term"
"pathology","Pancreas - MPATH process term"
"other","Pancreas - Severity score"
"other","Pancreas - Descriptor PATO"
"other","Pancreas - Description"
"pathology","Spleen - MPATH diagnostic term"
"other","Spleen - Free text diagnostic term"
"pathology","Spleen - MPATH process term"
"other","Spleen - Severity score"
"other","Spleen - Descriptor PATO"
"other","Spleen - Description"
"pathology","Kidney - MPATH diagnostic term"
"other","Kidney - Free text diagnostic term"
"pathology","Kidney - MPATH process term"
"other","Kidney - Severity score"
"other","Kidney - Descriptor PATO"
"other","Kidney - Description"
"pathology","Adrenal gland - MPATH diagnostic term"
"other","Adrenal gland - Free text diagnostic term"
"pathology","Adrenal gland - MPATH process term"
"other","Adrenal gland - Severity score"
"other","Adrenal gland - Descriptor PATO"
"other","Adrenal gland - Description"
"pathology","Mammary gland - MPATH diagnostic term"
"other","Mammary gland - Free text diagnostic term"
"pathology","Mammary gland - MPATH process term"
"other","Mammary gland - Severity score"
"other","Mammary gland - Descriptor PATO"
"other","Mammary gland - Description"
"pathology","Lymph node - MPATH diagnostic term"
"other","Lymph node - Free text diagnostic term"
"pathology","Lymph node - MPATH process term"
"other","Lymph node - Severity score"
"other","Lymph node - Descriptor PATO"
"other","Lymph node - Description"
"pathology","Skin - MPATH diagnostic term"
"other","Skin - Free text diagnostic term"
"pathology","Skin - MPATH process term"
"other","Skin - Severity score"
"other","Skin - Descriptor PATO"
"other","Skin - Description"
"pathology","Skeletal muscle - MPATH diagnostic term"
"other","Skeletal muscle - Free text diagnostic term"
"pathology","Skeletal muscle - MPATH process term"
"other","Skeletal muscle - Severity score"
"other","Skeletal muscle - Descriptor PATO"
"other","Skeletal muscle - Description"
"pathology","Urinary bladder - MPATH diagnostic term"
"other","Urinary bladder - Free text diagnostic term"
"pathology","Urinary bladder - MPATH process term"
"other","Urinary bladder - Severity score"
"other","Urinary bladder - Descriptor PATO"
"other","Urinary bladder - Description"
"pathology","Testes - MPATH diagnostic term"
"other","Testes - Free text diagnostic term"
"pathology","Testes - MPATH process term"
"other","Testes - Severity score"
"other","Testes - Descriptor PATO"
"other","Testes - Description"
"pathology","Epididymis - MPATH diagnostic term"
"other","Epididymis - Free text diagnostic term"
"pathology","Epididymis - MPATH process term"
"other","Epididymis - Severity score"
"other","Epididymis - Descriptor PATO"
"other","Epididymis - Description"
"pathology","Prostate - MPATH diagnostic term"
"other","Prostate - Free text diagnostic term"
"pathology","Prostate - MPATH process term"
"other","Prostate - Severity score"
"other","Prostate - Descriptor PATO"
"other","Prostate - Description"
"pathology","Seminal vesicle - MPATH diagnostic term"
"other","Seminal vesicle - Free text diagnostic term"
"pathology","Seminal vesicle - MPATH process term"
"other","Seminal vesicle - Severity score"
"other","Seminal vesicle - Descriptor PATO"
"other","Seminal vesicle - Description"
"pathology","Ovary - MPATH diagnostic term"
"other","Ovary - Free text diagnostic term"
"pathology","Ovary - MPATH process term"
"other","Ovary - Severity score"
"other","Ovary - Descriptor PATO"
"other","Ovary - Description"
"pathology","Uterus - MPATH diagnostic term"
"other","Uterus - Free text diagnostic term"
"pathology","Uterus - MPATH process term"
"other","Uterus - Severity score"
"other","Uterus - Descriptor PATO"
"other","Uterus - Description"
"other","Stain"
"other","Section thickness"
"images","Images"
"other","Severity maximum score"
"brain","Brain - Significance score"
"other","Eye with optic nerve - Significance score"
"brain","Spinal cord - Significance score"
"other","Thymus - Significance score"
"other","Thyroid - Significance score"
"heart","Heart - Significance score"
"other","Trachea - Significance score"
"other","Esophagus - Significance score"
"other","Lung - Significance score"
"other","Liver - Significance score"
"other","Gall bladder - Significance score"
"other","Stomach - Significance score"
"other","Small intestine - Significance score"
"other","Large intestine - Significance score"
"other","Pancreas - Significance score"
"other","Spleen - Significance score"
"other","Kidney - Significance score"
"other","Adrenal gland - Significance score"
"other","Mammary gland - Significance score"
"other","Lymph node - Significance score"
"other","Skin - Significance score"
"other","Skeletal muscle - Significance score"
"other","Urinary bladder - Significance score"
"other","Testes - Significance score"
"other","Epididymis - Significance score"
"other","Prostate - Significance score"
"other","Seminal vesicle - Significance score"
"other","Ovary - Significance score"
"other","Uterus - Significance score"
"other","Experimenter ID"
"pathology","Salivary gland - MPATH diagnostic term"
"other","Salivary gland - Free text diagnostic term"
"pathology","Salivary gland - MPATH process term"
"other","Salivary gland - Severity score"
"other","Salivary gland - Descriptor PATO"
"other","Salivary gland - Description"
"other","Salivary gland - Significance score"
"pathology","Sternum - MPATH diagnostic term"
"other","Sternum - Free text diagnostic term"
"pathology","Sternum - MPATH process term"
"other","Sternum - Severity score"
"other","Sternum - Descriptor PATO"
"other","Sternum - Description"
"other","Sternum - Significance score"
"pathology","Femur - MPATH diagnostic term"
"other","Femur - Free text diagnostic term"
"pathology","Femur - MPATH process term"
"other","Femur - Severity score"
"other","Femur - Descriptor PATO"
"other","Femur - Description"
"other","Femur - Significance score"
"blood_hematology","Bone marrow - MPATH diagnostic term"
"blood_hematology","Bone marrow - Free text diagnostic term"
"blood_hematology","Bone marrow - MPATH process term"
"blood_hematology","Bone marrow - Severity score"
"blood_hematology","Bone marrow - Descriptor PATO"
"blood_hematology","Bone marrow - Description"
"blood_hematology","Bone marrow - Significance score"
"pathology","Brown adipose tissue - MPATH diagnostic term"
"other","Brown adipose tissue - Free text diagnostic term"
"pathology","Brown adipose tissue - MPATH process term"
"other","Brown adipose tissue - Severity score"
"other","Brown adipose tissue - Descriptor PATO"
"other","Brown adipose tissue - Description"
"other","Brown adipose tissue - Significance score"
"pathology","Tibia - MPATH diagnostic term"
"other","Tibia - Free text diagnostic term"
"pathology","Tibia - MPATH process term"
"other","Tibia - Severity score"
"other","Tibia - Descriptor PATO"
"other","Tibia - Description"
"other","Tibia - Significance score"
"pathology","Knee joint - MPATH diagnostic term"
"other","Knee joint - Free text diagnostic term"
"pathology","Knee joint - MPATH process term"
"other","Knee joint - Severity score"
"other","Knee joint - Descriptor PATO"
"other","Knee joint - Description"
"other","Knee joint - Significance score"
"brain","Trigeminal V nerve - MPATH diagnostic term"
"brain","Trigeminal V nerve - Free text diagnostic term"
"brain","Trigeminal V nerve - MPATH process term"
"brain","Trigeminal V nerve - Severity score"
"brain","Trigeminal V nerve - Descriptor PATO"
"brain","Trigeminal V nerve - Description"
"brain","Trigeminal V nerve - Significance score"
"pathology","Nasal cavity - MPATH diagnostic term"
"other","Nasal cavity - Free text diagnostic term"
"pathology","Nasal cavity - MPATH process term"
"other","Nasal cavity - Severity score"
"other","Nasal cavity - Descriptor PATO"
"other","Nasal cavity - Description"
"other","Nasal cavity - Significance score"
"pathology","Ear - MPATH diagnostic term"
"other","Ear - Free text diagnostic term"
"pathology","Ear - MPATH process term"
"other","Ear - Severity score"
"other","Ear - Descriptor PATO"
"other","Ear - Description"
"other","Ear - Significance score"
"pathology","Tooth - MPATH diagnostic term"
"other","Tooth - Free text diagnostic term"
"pathology","Tooth - MPATH process term"
"other","Tooth - Severity score"
"other","Tooth - Descriptor PATO"
"other","Tooth - Description"
"other","Tooth - Significance score"
"pathology","Tongue - MPATH diagnostic term"
"other","Tongue - Free text diagnostic term"
"pathology","Tongue - MPATH process term"
"other","Tongue - Severity score"
"other","Tongue - Descriptor PATO"
"other","Tongue - Description"
"other","Tongue - Significance score"
"pathology","Sciatic nerve - MPATH diagnostic term"
"other","Sciatic nerve - Free text diagnostic term"
"pathology","Sciatic nerve - MPATH process term"
"other","Sciatic nerve - Severity score"
"other","Sciatic nerve - Descriptor PATO"
"other","Sciatic nerve - Description"
"other","Sciatic nerve - Significance score"
"brain","Brain"
"other","Eye with optic nerve"
"brain","Spinal cord"
"other","Thymus"
"other","Thyroid"
"heart","Heart"
"other","Trachea"
"other","Esophagus"
"other","Lung"
"other","Liver"
"other","Gall bladder"
"other","Stomach"
"other","Small intestine"
"other","Large intestine"
"other","Pancreas"
"other","Spleen"
"other","Kidney"
"other","Adrenal gland"
"other","Mammary gland"
"other","Lymph node"
"other","Skin"
"other","Skeletal muscle"
"other","Urinary bladder"
"other","Testes"
"other","Epididymis"
"other","Prostate"
"other","Seminal vesicle"
"other","Ovary"
"other","Uterus"
"other","Salivary gland"
"other","Sternum"
"other","Femur"
"blood_hematology","Bone marrow"
"other","Brown adipose tissue"
"other","Tibia"
"other","Knee joint"
"brain","Trigeminal V nerve"
"other","Nasal cavity"
"other","Ear"
"other","Tooth"
"other","Tongue"
"other","Sciatic nerve"
"pathology","Bone - MPATH diagnostic term"
"other","Bone - Free text diagnostic term"
"pathology","Bone - MPATH process term"
"other","Bone - Severity score"
"other","Bone - Descriptor PATO"
"other","Bone - Description"
"other","Bone - Significance score"
"other","Bone"
"other","Alive"
"other","Scored"
"blood_hematology","Cardiovascular System"
"blood_hematology","Cardiovascular Development"
"blood_hematology","Vascular Development"
"other","Outflow tract development"
"heart","Pericardium Morphology"
"heart","Absent heartbeat"
"other","Craniofacial"
"other","Craniofacial Development"
"embryo_development","Embryogenesis Phenotype"
"embryo_development","Extraembryonic tissue morphology"
"other","Allantois Morphology"
"other","Vitelline vasculature morphology"
"blood_hematology","Vitelline vein morphology"
"embryo_development","Pale yolk sac"
"embryo_development","Visceral yolk sac morphology"
"other","Chorioallantoic fusion"
"embryo_development","Embryo Size"
"functional_behavioral","Hearing/Vestibular/Ear Phenotype"
"other","Ear Morphology"
"other","Ear Development"
"other","Integument"
"other","Skin Appearance"
"other","Pallor"
"other","Blebs"
"other","Limb Bud Morphology"
"other","Limb Plate Morphology"
"other","Tail Morphology"
"other","Liver/Biliary"
"other","Liver Morphology"
"other","Liver Size"
"other","Pale Liver"
"other","Gastroschisis (herniated abdominal wall)"
"brain","Nervous System"
"other","Neural Tube Closure"
"brain","Forebrain development"
"brain","Midbrain development"
"brain","Hindbrain development"
"other","Vision/Eye"
"other","Eye Morphology"
"other","Eye Size"
"other","Microphthalmia"
"other","Anophthalmia"
"heart","Failure heart looping"
"other","Gastrulation"
"other","Head shape"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"other","Outcome"
"embryo_development","Total embryos"
"embryo_development","% embryos WT"
"other","Time of dark cycle start"
"other","Decision"
"other","Comment on Decision (in English)"
"embryo_development","Total embryos WT"
"embryo_development","Total embryos heterozygous"
"embryo_development","Total embryos homozygous"
"embryo_development","Total dead embryos"
"other","Total dead WT"
"other","Total dead heterozygous"
"other","Total dead homozygous"
"pathology","Total gross defect at dissection (alive or dead) embryos"
"pathology","Total gross defect at dissection (alive or dead) WT"
"pathology","Total gross defect at dissection (alive or dead) heterozygous"
"pathology","Total gross defect at dissection (alive or dead) homozygous"
"other","Number of reabsorptions"
"embryo_development","% embryos heterozygous"
"embryo_development","% embryos homozygous"
"embryo_development","Average Litter Size"
"other","Time of dark cycle end"
"embryo_development","Embryo medium"
"embryo_development","Total live embryos"
"other","Total live heterozygous"
"other","Total live WT"
"other","Total live homozygous"
"other","Eye"
"other","Bulging eye"
"blood_hematology","Eye Hemorrhage or Blood Presence"
"other","Eyelid morphology"
"other","Eyelid closure"
"other","Narrow eye opening"
"other","Cornea"
"other","Corneal opacity"
"blood_hematology","Corneal vascularization"
"other","Iris/Pupil"
"other","Pupil Position"
"other","Pupil Shape"
"other","Pupil Dilation"
"functional_behavioral","Pupil Light Response"
"other","Iris Pigmentation"
"other","Lens"
"other","Lens Opacity"
"other","Fusion between cornea and lens"
"other","Synechia"
"other","Optic Disc"
"images","Retinal Blood Vessels"
"images","Retinal Blood Vessels Structure"
"images","Retinal Blood Vessels Pattern"
"blood_hematology","Persistence of hyaloid vascular system"
"images","Slit Lamp observation"
"images","Ophthalmoscope Observation"
"images","Slit Lamp Equipment ID"
"images","Slit Lamp Equipment Manufacturer"
"images","Slit Lamp Equipment Model"
"images","Ophthalmoscope Equipment ID"
"images","Ophthalmoscope Equipment Manufacturer"
"images","Ophthalmoscope Equipment Model"
"other","Experimenter ID"
"images","Optical Coherence Tomography Equipment ID"
"images","Optical Coherence Tomography Equipment Manufacturer"
"images","Optical Coherence Tomography Equipment Model"
"equipment","Scheimpflug Equipment ID"
"equipment","Scheimpflug Equipment Manufacturer"
"equipment","Scheimpflug Equipment Model"
"other","Dilation Method"
"other","Topical Anesthetic"
"other","General Anesthetic"
"images","Date Slit Lamp equipment last calibrated"
"images","Date Ophthalmoscope equipment last calibrated"
"equipment","Date Scheimpflug equipment last calibrated"
"images","Date OCT equipment last calibrated"
"images","Images Ophthalmoscopy"
"images","Images Slit Lamp"
"other","Sheimpflug Lens description"
"other","Scheimpflug description"
"other","Min left eye lens density"
"other","Max left eye lens density"
"other","Mean left eye lens density"
"other","Min right eye lens density"
"other","Max right eye lens density"
"other","Mean right eye lens density"
"other","Right corneal thickness"
"other","Right anterior chamber depth"
"images","Right total retinal thickness"
"other","Right inner nuclear layer"
"other","Right outer nuclear layer"
"other","Right posterior chamber depth"
"other","Left corneal thickness"
"other","Left anterior chamber depth"
"images","Left total retinal thickness"
"other","Left inner nuclear layer"
"other","Left outer nuclear layer"
"other","Left posterior chamber depth"
"images","B-scan of right retina"
"images","B-scan of left retina"
"other","VIP of right fundus"
"other","VIP of left fundus"
"images","B-scan of right cornea and lens"
"images","B-scan of left cornea and lens"
"other","VIP of right eye"
"other","VIP of left eye"
"other","Corneal Sclerization"
"other","Corneal deposits"
"other","Iris transilumination"
"other","Vitreous"
"other","Corneal mineralization"
"other","Corneal ulcer"
"other","Lacrimation"
"other","Right vitreous humor thickness"
"other","Left vitreous humour thickness"
"images","Ophthalmoscope Lens Model"
"other","Right eye diameter"
"other","Left eye diameter"
"other","Retina (combined)"
"weight","Body weight"
"other","General comments about the mouse"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"other","Experimenter ID"
"equipment","Date equipment last calibrated"
"equipment","Equipment model"
"weight","Body weight curve"
"other","Distance travelled"
"other","Number of Rears"
"other","Whole arena resting time"
"other","Whole arena permanence"
"other","Whole arena average speed"
"other","Periphery distance travelled"
"other","Periphery resting time"
"other","Periphery permanence time"
"other","Periphery average speed"
"other","Center distance travelled"
"other","Center resting time"
"other","Center permanence time"
"other","Center average speed"
"other","Latency to center entry"
"other","Number of center entries"
"other","Distance travelled - total"
"other","Number of rears - total"
"other","Percentage center time"
"equipment","Equipment ID"
"equipment","Equipment manufacturer"
"equipment","Equipment model"
"other","Central zone surface area"
"other","Light intensity in the centre of the arena"
"other","Number of animals per cage"
"other","Color of arena"
"other","Height of the wall"
"other","Distance from light source: if direct illumination"
"other","Periphery zone"
"other","Type of analysis"
"other","Arena Size"
"other","Experimenter ID"
"other","Disinfectant"
"other","Start Time"
"other","Arena ID"
"other","Software Version"
"other","Arena Material"
"equipment","Date equipment last calibrated"
"other","Whole arena resting time series"
"other","Whole arena average speed series"
"other","Periphery distance travelled series"
"other","Periphery resting time series"
"other","Periphery permanence time series"
"other","Periphery average speed series"
"other","Center distance travelled series"
"other","Center resting time series"
"other","Center permanence time series"
"other","Center average speed series"
"other","Number of center entries series"
"other","Light beam barrier height (Z axis)"
"other","Percentage center movement time"
"other","Resting definition threshold"
"other","Rearing definition threshold"
"other","Alive"
"other","Scored"
"blood_hematology","Cardiovascular System"
"blood_hematology","Cardiovascular Development"
"heart","Heart Development"
"other","Outflow tract development"
"heart","Absent heartbeat"
"heart","Heart Morphology"
"pathology","Hemorrhage"
"pathology","Skin Hemorrhage"
"blood_hematology","Blood Vessel Morphology"
"blood_hematology","Developmental Vascular Remodelling"
"other","Craniofacial"
"other","Craniofacial Development"
"other","Head shape"
"other","Head size"
"other","Facial Cleft"
"other","Cleft Palate"
"embryo_development","Embryo Size"
"other","Body wall morphology"
"functional_behavioral","Hearing/Vestibular/Ear"
"other","Ear Morphology"
"other","Ear Development"
"other","Homeostasis/metabolism"
"other","Hydrops fetalis (fetal adema)"
"other","Gastroschisis (herniated abdominal wall)"
"other","Integument"
